,Year,Selling_Price,Kms_Driven,Fuel_Type,Transmission,Owner,Brand
10807,2019,685000.0,4300,Petrol,Manual,First Owner,Hyundai
10808,2019,595000.0,14548,Petrol,Manual,First Owner,Maruti
10809,2018,900000.0,44772,Diesel,Manual,Second Owner,Ford
10810,2018,950000.0,48500,Diesel,Manual,First Owner,Maruti
10811,2016,275000.0,38000,Petrol,Manual,First Owner,Maruti
10812,2017,570000.0,28782,Petrol,Manual,First Owner,Hyundai
10813,2018,700000.0,28451,Petrol,Manual,First Owner,Hyundai
10814,2018,910000.0,36500,Diesel,Manual,First Owner,Maruti
10815,2018,751000.0,44885,Diesel,Manual,First Owner,Maruti
10816,2014,225000.0,35000,Petrol,Manual,First Owner,Hyundai
10817,2009,135000.0,110000,Diesel,Manual,Second Owner,Tata
10818,2017,825000.0,79000,Diesel,Manual,First Owner,Maruti
10820,2018,875000.0,50000,Diesel,Manual,First Owner,Maruti
10821,2016,650000.0,81000,Diesel,Manual,Second Owner,Maruti
10823,2017,975000.0,41000,Diesel,Manual,First Owner,Hyundai
10824,2019,925000.0,50000,Diesel,Manual,First Owner,Maruti
10825,2016,725000.0,66000,Diesel,Manual,First Owner,Maruti
10826,2013,550000.0,65000,Diesel,Manual,First Owner,Maruti
10827,2014,550000.0,76000,Diesel,Manual,First Owner,Hyundai
10828,2013,750000.0,95000,Diesel,Manual,First Owner,Toyota
10829,2013,475000.0,55000,Petrol,Manual,Second Owner,Honda
10830,2017,325000.0,65000,Petrol,Manual,First Owner,Datsun
10831,2017,725000.0,76000,Diesel,Manual,First Owner,Maruti
10832,2018,775000.0,47000,Petrol,Manual,Second Owner,Maruti
10833,2017,625000.0,70000,Diesel,Manual,First Owner,Maruti
10834,2009,195000.0,56000,Petrol,Manual,Second Owner,Hyundai
10835,2014,470000.0,89000,Diesel,Manual,First Owner,Maruti
10838,2018,1050000.0,70000,Diesel,Manual,First Owner,Hyundai
10839,2013,380000.0,57000,Diesel,Manual,First Owner,Maruti
10840,2017,650000.0,70000,Diesel,Manual,First Owner,Maruti
10841,2016,275000.0,49200,Petrol,Manual,First Owner,Hyundai
10842,2009,220000.0,125000,Petrol,Manual,Second Owner,Honda
10843,2008,200000.0,60000,Petrol,Manual,Second Owner,Hyundai
10844,2015,315000.0,120000,Petrol,Manual,Second Owner,Maruti
10845,2004,90000.0,110000,Petrol,Manual,Others,Maruti
10846,2007,120000.0,70000,Petrol,Manual,Second Owner,Maruti
10847,2006,90000.0,168000,Petrol,Manual,Second Owner,Maruti
10849,2015,370000.0,60000,Diesel,Manual,First Owner,Hyundai
10850,2016,595000.0,131111,Diesel,Manual,First Owner,Maruti
10851,2007,150000.0,120000,Diesel,Manual,Second Owner,Mahindra
10852,2012,400000.0,58400,Diesel,Manual,Second Owner,Maruti
10853,2016,310000.0,23400,Petrol,Manual,Second Owner,Maruti
10854,2018,385000.0,50000,Petrol,Manual,First Owner,Maruti
10855,2005,105000.0,158107,Petrol,Manual,Second Owner,Maruti
10856,2014,750000.0,90000,Diesel,Manual,First Owner,Mahindra
10857,2019,521000.0,3010,Petrol,Automatic,First Owner,Hyundai
10858,2010,180000.0,80000,Diesel,Manual,First Owner,Tata
10859,2011,220000.0,155000,Diesel,Manual,Second Owner,Ford
10860,1998,40000.0,70000,Petrol,Manual,Second Owner,Maruti
10861,2018,540000.0,4000,Petrol,Manual,First Owner,Hyundai
10862,2007,140000.0,35000,Petrol,Manual,Second Owner,Maruti
10863,2003,200000.0,121000,Petrol,Manual,First Owner,Maruti
10864,2015,650000.0,110000,Diesel,Manual,Second Owner,Ford
10865,2010,229999.0,170000,Diesel,Manual,Second Owner,Ford
10867,2018,1400000.0,30000,Diesel,Manual,First Owner,Mahindra
10868,2008,200000.0,163000,Diesel,Manual,First Owner,Ford
10869,2008,200000.0,163000,Diesel,Manual,First Owner,Ford
10870,2010,465000.0,77088,Diesel,Manual,First Owner,Mahindra
10871,2011,210000.0,110000,Diesel,Manual,Others,Nissan
10872,2016,570000.0,136511,Diesel,Manual,First Owner,Mahindra
10873,2015,570000.0,80000,Petrol,Manual,First Owner,Maruti
10874,2015,650000.0,60000,Petrol,Manual,First Owner,Maruti
10875,2016,620000.0,36000,Petrol,Manual,First Owner,Maruti
10876,2012,250000.0,65000,Petrol,Manual,Second Owner,Maruti
10877,2011,1000000.0,50000,Diesel,Automatic,First Owner,BMW
10878,2012,300000.0,60000,others,Manual,First Owner,Maruti
10879,2013,300000.0,82500,Diesel,Manual,First Owner,Others
10880,2018,810000.0,30000,Diesel,Manual,Second Owner,Ford
10881,2011,270000.0,100000,Diesel,Manual,Others,Chevrolet
10882,2015,470000.0,70000,Diesel,Manual,Second Owner,Maruti
10883,2017,400000.0,85000,Diesel,Manual,First Owner,Tata
10884,2014,300000.0,60000,Petrol,Manual,Second Owner,Maruti
10885,2015,170000.0,20000,Petrol,Manual,Others,Maruti
10886,2014,455999.0,80000,Diesel,Manual,First Owner,Renault
10887,2009,121000.0,100000,Diesel,Manual,Second Owner,Mahindra
10888,2002,35000.0,75000,Petrol,Manual,Second Owner,Hyundai
10889,2005,85000.0,100000,Petrol,Manual,First Owner,Maruti
10890,2016,650000.0,80000,Diesel,Manual,Second Owner,Maruti
10891,2017,350000.0,35000,Petrol,Manual,First Owner,Tata
10892,2013,125000.0,139000,Diesel,Manual,First Owner,Chevrolet
10893,2005,80000.0,90000,Petrol,Automatic,Second Owner,Maruti
10894,2009,120000.0,120000,Petrol,Manual,First Owner,Maruti
10895,2008,250000.0,100000,Petrol,Manual,First Owner,Honda
10896,2011,225000.0,90000,Diesel,Manual,First Owner,Volkswagen
10897,2007,215000.0,105000,Diesel,Manual,Second Owner,Mahindra
10898,2017,450000.0,40000,Diesel,Manual,Second Owner,Hyundai
10899,2017,509999.0,90000,Petrol,Manual,First Owner,Hyundai
10900,2015,245000.0,36710,Petrol,Manual,Second Owner,Maruti
10901,2018,400000.0,50000,Diesel,Manual,First Owner,Mahindra
10902,2016,620000.0,28180,Diesel,Manual,First Owner,Maruti
10903,2017,650000.0,44000,Diesel,Manual,First Owner,Maruti
10905,2019,590000.0,4000,Petrol,Manual,First Owner,Datsun
10906,2014,370000.0,30000,Diesel,Manual,First Owner,Maruti
10907,2013,350000.0,15000,Petrol,Manual,First Owner,Maruti
10908,2017,580000.0,20000,Petrol,Manual,First Owner,Maruti
10909,2018,450000.0,56000,Petrol,Manual,First Owner,Hyundai
10910,2017,600000.0,19000,Petrol,Manual,First Owner,Hyundai
10912,2017,450000.0,70000,Petrol,Manual,First Owner,Hyundai
10913,2009,150000.0,30000,Diesel,Manual,First Owner,Tata
10914,2019,400000.0,15000,Petrol,Manual,First Owner,Maruti
10915,2013,185000.0,85000,Petrol,Manual,First Owner,Maruti
10916,2018,625000.0,50000,Petrol,Automatic,First Owner,Maruti
10917,2019,700000.0,20000,Petrol,Manual,First Owner,Hyundai
10918,2017,390000.0,25000,Petrol,Manual,First Owner,Maruti
10919,2018,625000.0,25000,Petrol,Manual,First Owner,Tata
10920,2014,400000.0,50000,Petrol,Manual,First Owner,Maruti
10921,2011,380000.0,150000,Diesel,Manual,Others,Hyundai
10922,2009,400000.0,90000,Petrol,Automatic,First Owner,Toyota
10923,2019,620000.0,100000,Petrol,Manual,First Owner,Tata
10925,2013,210000.0,50000,Petrol,Manual,Second Owner,Maruti
10926,2012,270000.0,80000,Diesel,Manual,Others,Maruti
10927,1999,45000.0,100000,Petrol,Manual,Others,Maruti
10928,2014,220000.0,93000,Petrol,Manual,Second Owner,Hyundai
10929,2014,550000.0,11500,Diesel,Manual,First Owner,Mahindra
10930,2013,370000.0,120000,Petrol,Manual,First Owner,Hyundai
10931,2006,95000.0,100000,Petrol,Automatic,Second Owner,Hyundai
10932,2015,650000.0,50000,Diesel,Manual,First Owner,Mahindra
10933,2012,550000.0,120000,Petrol,Manual,First Owner,Honda
10934,2010,225000.0,100000,Diesel,Manual,Second Owner,Ford
10935,2004,40000.0,57000,Petrol,Manual,Second Owner,Maruti
10936,2016,280000.0,60000,Petrol,Manual,First Owner,Hyundai
10937,2017,570000.0,44077,Petrol,Automatic,First Owner,Ford
10938,2017,290000.0,90000,Petrol,Manual,Second Owner,Maruti
10939,2018,720000.0,50000,Diesel,Manual,Second Owner,Hyundai
10940,2017,800000.0,60000,Diesel,Manual,First Owner,Ford
10941,2012,265000.0,20000,Petrol,Manual,Others,Hyundai
10942,2010,135000.0,90000,Petrol,Manual,Others,Maruti
10943,2016,350000.0,70000,Diesel,Manual,Second Owner,Ford
10944,2008,200000.0,80000,Petrol,Manual,Second Owner,Maruti
10945,2016,490000.0,80000,Diesel,Manual,First Owner,Chevrolet
10946,2012,450000.0,72000,Diesel,Manual,Second Owner,Hyundai
10947,2016,950000.0,50000,Diesel,Manual,First Owner,Mahindra
10948,2012,355000.0,90000,Petrol,Manual,Second Owner,Maruti
10949,2019,700000.0,17000,Petrol,Manual,First Owner,Hyundai
10950,2012,459999.0,70000,Diesel,Manual,First Owner,Mahindra
10951,2012,350000.0,74000,Diesel,Manual,Second Owner,Volkswagen
10952,2006,85000.0,60000,Petrol,Manual,Second Owner,Maruti
10953,2016,290000.0,15000,Petrol,Manual,First Owner,Maruti
10954,2019,1000000.0,72000,Diesel,Manual,First Owner,Honda
10955,2008,85000.0,25000,Petrol,Manual,Second Owner,Tata
10956,2003,65000.0,114000,Petrol,Manual,First Owner,Maruti
10957,2005,75000.0,120000,Petrol,Manual,First Owner,Honda
10959,2009,170000.0,55768,Diesel,Manual,First Owner,Tata
10960,2017,525000.0,40000,Petrol,Automatic,First Owner,Hyundai
10961,2020,265000.0,70000,Petrol,Manual,Second Owner,Maruti
10962,2018,459999.0,50000,Petrol,Manual,First Owner,Tata
10963,2017,250000.0,20000,Petrol,Manual,First Owner,Maruti
10964,2013,395000.0,70000,Diesel,Manual,Second Owner,Maruti
10965,2014,375000.0,60000,Petrol,Manual,First Owner,Hyundai
10966,2009,120000.0,120000,Diesel,Manual,First Owner,Tata
10967,2011,290000.0,110000,Diesel,Manual,Second Owner,Maruti
10968,2017,409999.0,60000,Petrol,Manual,First Owner,Tata
10969,2009,200000.0,30000,Petrol,Manual,First Owner,Chevrolet
10970,2018,900000.0,35000,Diesel,Manual,First Owner,Skoda
10971,2003,50000.0,50000,Petrol,Manual,Others,Maruti
10972,2012,450000.0,100000,Diesel,Manual,First Owner,Renault
10973,2012,650000.0,80000,Diesel,Manual,Others,Mahindra
10974,2014,300000.0,84000,Diesel,Manual,Second Owner,Volkswagen
10975,2014,425000.0,60000,Diesel,Manual,First Owner,Ford
10976,1998,55000.0,50000,Petrol,Manual,Second Owner,Maruti
10977,2011,200000.0,60000,Petrol,Manual,Second Owner,Hyundai
10978,2015,975000.0,100000,Diesel,Manual,First Owner,Mahindra
10979,2013,450000.0,70000,Diesel,Manual,First Owner,Mahindra
10980,2014,600000.0,82500,Diesel,Manual,Second Owner,Mahindra
10981,2014,550000.0,76000,Diesel,Manual,First Owner,Mahindra
10982,2011,180000.0,87000,Diesel,Manual,First Owner,Tata
10983,2010,300000.0,120000,Diesel,Manual,First Owner,Mahindra
10984,2016,350000.0,70000,Petrol,Manual,Second Owner,Tata
10985,2014,465000.0,90000,Diesel,Manual,First Owner,Maruti
10987,2014,350000.0,120000,Diesel,Manual,Second Owner,Chevrolet
10988,2015,650000.0,80000,Petrol,Manual,First Owner,Honda
10989,2010,150000.0,123278,Petrol,Manual,Second Owner,Hyundai
10990,2014,560000.0,100000,Diesel,Manual,Second Owner,Honda
10991,2015,625000.0,90000,Diesel,Manual,First Owner,Hyundai
10992,2012,220000.0,110000,Diesel,Manual,First Owner,Ford
10993,2013,250000.0,110000,Diesel,Manual,First Owner,Ford
10994,2018,575000.0,70000,Diesel,Manual,First Owner,Tata
10995,2015,1050000.0,65000,Diesel,Manual,First Owner,Mahindra
10997,2012,200000.0,90000,Diesel,Manual,Others,Tata
10998,2016,262000.0,50000,Petrol,Manual,First Owner,Maruti
10999,2018,299000.0,33000,Petrol,Manual,First Owner,Hyundai
11000,2015,250000.0,26500,Petrol,Manual,First Owner,Maruti
11001,2011,140000.0,60000,Petrol,Manual,Others,Hyundai
11002,2013,360000.0,70000,Diesel,Manual,Others,Maruti
11003,2015,210000.0,80000,Petrol,Manual,First Owner,Datsun
11004,2017,600000.0,60000,Diesel,Manual,First Owner,Hyundai
11005,2011,210000.0,100000,Diesel,Manual,First Owner,Skoda
11006,2011,300000.0,80000,Diesel,Manual,Second Owner,Volkswagen
11007,2016,450000.0,35000,Petrol,Manual,First Owner,Hyundai
11009,2019,550000.0,10000,Petrol,Manual,First Owner,Hyundai
11010,2011,100000.0,80000,Diesel,Manual,First Owner,Tata
11011,2012,185000.0,50000,Petrol,Manual,Second Owner,Hyundai
11012,2006,80000.0,90000,Petrol,Manual,Second Owner,Maruti
11013,2017,295000.0,80000,Petrol,Manual,First Owner,Maruti
11014,2017,360000.0,25000,Petrol,Manual,First Owner,Renault
11015,2014,210000.0,70000,Petrol,Manual,First Owner,Maruti
11016,2019,585000.0,80000,Petrol,Automatic,First Owner,Hyundai
11017,2016,560000.0,50000,Diesel,Manual,First Owner,Volkswagen
11018,2015,600000.0,70000,Diesel,Manual,First Owner,Honda
11019,2017,330000.0,60000,Petrol,Manual,First Owner,Datsun
11020,2019,990000.0,15000,Petrol,Manual,First Owner,Hyundai
11021,2012,300000.0,90000,Diesel,Manual,First Owner,Toyota
11022,2018,650000.0,28000,Petrol,Manual,First Owner,Tata
11023,2019,695000.0,20000,Petrol,Automatic,First Owner,Hyundai
11024,2014,300000.0,60000,Diesel,Manual,First Owner,Hyundai
11025,2015,270000.0,22000,Petrol,Manual,First Owner,Maruti
11026,2010,185000.0,70000,Diesel,Manual,Second Owner,Tata
11027,2013,200000.0,80000,Diesel,Manual,First Owner,Chevrolet
11028,2019,459999.0,35000,others,Manual,First Owner,Maruti
11029,2018,860000.0,60000,Diesel,Manual,First Owner,Tata
11030,2018,400000.0,20000,Petrol,Manual,First Owner,Tata
11031,2013,240000.0,142000,Diesel,Manual,Second Owner,Maruti
11032,2015,570000.0,72000,Diesel,Manual,First Owner,Maruti
11033,2018,850000.0,90000,Diesel,Manual,First Owner,Ford
11034,2011,155000.0,80000,Diesel,Manual,Others,Ford
11035,2011,270000.0,125000,Diesel,Manual,First Owner,Hyundai
11036,2015,610000.0,33000,Petrol,Manual,First Owner,Maruti
11037,2015,1000000.0,50000,Diesel,Manual,First Owner,Hyundai
11038,2012,450000.0,120000,Diesel,Manual,Second Owner,Mahindra
11039,2018,500000.0,35000,Diesel,Manual,First Owner,Hyundai
11040,2018,700000.0,43000,Diesel,Manual,First Owner,Honda
11041,2007,135000.0,60000,Petrol,Manual,First Owner,Maruti
11042,2012,430000.0,148000,Diesel,Manual,Second Owner,Mahindra
11043,2014,625000.0,70000,Diesel,Manual,Second Owner,Hyundai
11044,2011,280000.0,96000,Petrol,Manual,First Owner,Nissan
11045,2015,800000.0,70000,Diesel,Manual,First Owner,Mahindra
11046,2012,220000.0,70000,Diesel,Manual,Second Owner,Maruti
11047,2017,620000.0,18484,Petrol,Manual,First Owner,Maruti
11048,2011,300000.0,70000,Diesel,Manual,First Owner,Tata
11049,2010,180000.0,25000,Petrol,Manual,Second Owner,Maruti
11050,2013,250000.0,120000,Diesel,Manual,Others,Volkswagen
11051,2017,480000.0,55000,Petrol,Manual,First Owner,Maruti
11052,2019,885000.0,10000,Petrol,Manual,Second Owner,Ford
11053,2020,550000.0,60000,Diesel,Manual,First Owner,Mahindra
11054,2018,800000.0,30000,Diesel,Manual,First Owner,Maruti
11055,2013,180000.0,65000,Petrol,Manual,First Owner,Hyundai
11056,2010,200000.0,27000,Petrol,Manual,First Owner,Maruti
11057,2012,380000.0,50000,Diesel,Manual,Second Owner,Hyundai
11058,2019,520000.0,2560,Petrol,Automatic,First Owner,Tata
11059,2004,90000.0,60000,Petrol,Manual,First Owner,Maruti
11060,2016,330000.0,80000,Petrol,Manual,Second Owner,Maruti
11061,1999,40000.0,50000,Petrol,Manual,Second Owner,Maruti
11062,2015,370000.0,120000,Diesel,Manual,First Owner,Chevrolet
11063,2009,290000.0,120000,Petrol,Manual,Second Owner,Honda
11064,2013,215000.0,47000,Petrol,Manual,Second Owner,Hyundai
11065,2017,1282000.0,45000,Diesel,Manual,First Owner,Tata
11066,2012,610000.0,90000,Diesel,Manual,First Owner,Toyota
11067,2013,380000.0,110000,Diesel,Manual,Second Owner,Hyundai
11068,2017,1250000.0,95000,Diesel,Manual,First Owner,Mahindra
11069,2012,400000.0,103655,Diesel,Manual,Second Owner,Hyundai
11070,2018,700000.0,25000,Petrol,Automatic,Second Owner,Hyundai
11071,2014,650000.0,80000,Diesel,Manual,First Owner,Renault
11072,2014,95000.0,50000,Petrol,Manual,Second Owner,Tata
11073,2015,1147000.0,56975,Diesel,Manual,First Owner,Mahindra
11074,2010,150000.0,110000,Petrol,Manual,First Owner,Hyundai
11075,2008,120000.0,80000,Petrol,Manual,Others,Maruti
11076,2003,130000.0,74770,others,Manual,Others,Hyundai
11078,2013,325000.0,69000,Diesel,Manual,First Owner,Ford
11080,2018,950000.0,27000,Diesel,Manual,First Owner,Ford
11081,2014,500000.0,132000,Diesel,Manual,Second Owner,Ford
11082,2017,725000.0,75000,Diesel,Manual,First Owner,Ford
11083,2015,500000.0,18000,Petrol,Manual,Second Owner,Ford
11085,2016,650000.0,10000,Diesel,Manual,First Owner,Hyundai
11086,2010,285000.0,80000,Diesel,Manual,First Owner,Maruti
11088,2012,200000.0,137000,Diesel,Manual,First Owner,Ford
11089,2011,295000.0,65000,Diesel,Manual,Second Owner,Volkswagen
11090,2007,160000.0,120000,Petrol,Manual,Others,Honda
11091,2017,450000.0,10000,Petrol,Automatic,First Owner,Maruti
11092,2016,385000.0,20000,Petrol,Manual,First Owner,Datsun
11093,2011,350000.0,93500,Diesel,Manual,Second Owner,Ford
11097,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
11100,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
11101,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
11102,2016,550000.0,56494,Petrol,Manual,First Owner,Honda
11103,2013,750000.0,79328,Diesel,Manual,Second Owner,Toyota
11104,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
11105,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
11106,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
11107,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
11110,2019,779000.0,7032,Petrol,Automatic,First Owner,Honda
11111,2016,645000.0,11000,Petrol,Automatic,First Owner,Skoda
11116,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
11119,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
11120,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
11121,2016,550000.0,56494,Petrol,Manual,First Owner,Honda
11122,2013,750000.0,79328,Diesel,Manual,Second Owner,Toyota
11123,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
11124,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
11125,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
11126,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
11129,2019,779000.0,7032,Petrol,Automatic,First Owner,Honda
11130,2016,645000.0,11000,Petrol,Automatic,First Owner,Skoda
11132,2019,558000.0,70000,Diesel,Manual,First Owner,Maruti
11133,2010,165000.0,56000,Petrol,Manual,Others,Hyundai
11134,2012,300000.0,80000,Diesel,Manual,Second Owner,Hyundai
11135,2019,500000.0,5000,Petrol,Manual,First Owner,Hyundai
11136,2012,900000.0,100000,Diesel,Manual,First Owner,Mahindra
11137,2008,830000.0,60000,Diesel,Automatic,Others,BMW
11138,2008,890000.0,70000,Diesel,Automatic,Others,BMW
11139,2014,640000.0,65000,Diesel,Manual,Second Owner,Skoda
11140,2015,900000.0,70000,Diesel,Manual,Others,Mahindra
11141,2013,450000.0,60000,Diesel,Manual,First Owner,Chevrolet
11142,2018,825000.0,82000,Diesel,Manual,First Owner,Maruti
11143,2013,500000.0,80000,Diesel,Manual,Second Owner,Tata
11144,2017,325000.0,5000,Petrol,Manual,Second Owner,Mahindra
11145,2014,450000.0,133000,Diesel,Manual,First Owner,Renault
11146,2017,675000.0,25000,Petrol,Manual,Second Owner,Honda
11147,2017,415000.0,15000,Petrol,Manual,First Owner,Tata
11148,2017,1100000.0,40000,Diesel,Manual,First Owner,Hyundai
11149,2016,500000.0,35000,Petrol,Manual,First Owner,Volkswagen
11150,2014,509999.0,70000,Diesel,Manual,Second Owner,Mahindra
11151,2007,200000.0,152000,Diesel,Manual,Others,Mahindra
11152,2007,60000.0,100000,Petrol,Manual,Second Owner,Maruti
11153,2013,500000.0,80000,Diesel,Manual,Second Owner,Hyundai
11154,2009,45000.0,100000,Diesel,Manual,Second Owner,Tata
11155,2017,270000.0,50000,Petrol,Manual,First Owner,Renault
11156,2017,550000.0,40000,Petrol,Manual,First Owner,Hyundai
11157,2016,235000.0,60000,Petrol,Manual,First Owner,Renault
11158,2018,600000.0,40000,Petrol,Manual,First Owner,Hyundai
11159,2015,525000.0,60000,Diesel,Manual,First Owner,Honda
11160,2012,325000.0,90000,Diesel,Manual,First Owner,Maruti
11161,2014,420000.0,90000,Diesel,Manual,First Owner,Maruti
11162,2014,229999.0,60000,Petrol,Manual,Second Owner,Maruti
11163,2013,375000.0,80000,Diesel,Manual,Others,Maruti
11164,2012,750000.0,120000,Diesel,Manual,First Owner,Mahindra
11165,2018,400000.0,40000,Petrol,Manual,First Owner,Tata
11166,2013,600000.0,91000,Diesel,Manual,First Owner,Mahindra
11167,2008,110000.0,80000,Petrol,Manual,Others,Hyundai
11168,2007,45000.0,73257,Petrol,Manual,First Owner,Maruti
11169,2019,722000.0,80000,Diesel,Manual,First Owner,Mahindra
11170,2020,500000.0,15000,Petrol,Manual,First Owner,Tata
11171,2007,250000.0,110000,Diesel,Manual,Second Owner,Hyundai
11172,2018,950000.0,40000,Diesel,Manual,First Owner,Skoda
11174,2018,780000.0,30000,Diesel,Manual,First Owner,Maruti
11175,2018,575000.0,30000,Petrol,Manual,First Owner,Hyundai
11176,2017,563000.0,30000,Petrol,Manual,Second Owner,Hyundai
11177,2017,450000.0,15000,Petrol,Manual,First Owner,Tata
11179,1999,80000.0,26320,Petrol,Manual,First Owner,Maruti
11180,2010,320000.0,135000,Diesel,Manual,Second Owner,Hyundai
11181,2008,375000.0,100000,Petrol,Manual,Others,Honda
11182,2017,400000.0,120000,Petrol,Manual,First Owner,Maruti
11184,2016,315000.0,60000,Petrol,Manual,Second Owner,Renault
11185,2012,1100000.0,80000,Diesel,Automatic,Second Owner,BMW
11187,2016,375000.0,120000,Petrol,Manual,First Owner,Maruti
11189,2005,130000.0,90000,Diesel,Manual,Others,Ford
11190,2015,350000.0,29000,Petrol,Manual,First Owner,Maruti
11191,2011,170000.0,120000,others,Manual,Others,Hyundai
11192,2010,120000.0,120000,Petrol,Manual,Others,Maruti
11193,2015,819999.0,90000,Diesel,Manual,First Owner,Mahindra
11194,2018,700000.0,30000,Petrol,Manual,First Owner,Hyundai
11195,2018,451999.0,30000,Petrol,Automatic,Second Owner,Maruti
11196,2016,500000.0,56000,Petrol,Manual,Others,Hyundai
11197,2015,1250000.0,90000,Diesel,Manual,First Owner,Toyota
11198,2015,500000.0,120000,Diesel,Manual,First Owner,Mahindra
11199,2015,490000.0,60000,Diesel,Manual,First Owner,Maruti
11200,2008,200000.0,147000,Diesel,Manual,Second Owner,Maruti
11201,2012,240000.0,35000,Petrol,Manual,First Owner,Maruti
11202,2018,655000.0,19500,Petrol,Manual,First Owner,Hyundai
11203,2018,620000.0,38426,Petrol,Manual,First Owner,Hyundai
11204,2015,450000.0,35000,Petrol,Manual,Second Owner,Maruti
11205,2014,310000.0,35000,Petrol,Manual,Second Owner,Maruti
11206,2007,150000.0,50000,Petrol,Manual,Others,Maruti
11207,2012,180000.0,120000,Diesel,Manual,First Owner,Chevrolet
11208,2011,150000.0,120000,Diesel,Manual,First Owner,Tata
11209,2011,160000.0,112000,Diesel,Manual,Second Owner,Ford
11210,2013,600000.0,70000,Diesel,Manual,Others,Mahindra
11211,2012,380000.0,145000,Diesel,Manual,First Owner,Skoda
11212,2007,120000.0,135000,Diesel,Manual,First Owner,Tata
11214,2012,135000.0,146000,Diesel,Manual,First Owner,Tata
11215,2018,610000.0,10000,Petrol,Manual,First Owner,Hyundai
11216,2020,260000.0,50000,Diesel,Manual,First Owner,Volkswagen
11217,2017,500000.0,25000,Petrol,Manual,First Owner,Hyundai
11218,2016,220000.0,20000,Petrol,Manual,First Owner,Renault
11219,2006,121000.0,70000,Petrol,Manual,Second Owner,Honda
11220,2017,350000.0,50000,Diesel,Manual,First Owner,Tata
11222,2011,280000.0,100000,Diesel,Manual,Second Owner,Hyundai
11223,2020,919999.0,20000,Petrol,Manual,First Owner,Tata
11224,2011,320000.0,155000,Diesel,Manual,First Owner,Hyundai
11225,2012,140000.0,70000,Diesel,Manual,Others,Ford
11226,2012,310000.0,25000,Diesel,Manual,Second Owner,Maruti
11227,2006,65000.0,120000,Petrol,Manual,Second Owner,Maruti
11228,2013,300000.0,90000,Diesel,Manual,First Owner,Chevrolet
11232,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
11235,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
11236,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
11237,2016,550000.0,56494,Petrol,Manual,First Owner,Honda
11238,2013,750000.0,79328,Diesel,Manual,Second Owner,Toyota
11239,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
11240,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
11241,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
11242,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
11245,2019,779000.0,7032,Petrol,Automatic,First Owner,Honda
11246,2016,645000.0,11000,Petrol,Automatic,First Owner,Skoda
11248,2011,575000.0,110000,Diesel,Manual,Second Owner,Mahindra
11249,2014,440000.0,110000,Diesel,Manual,Second Owner,Tata
11250,2012,380000.0,100000,Diesel,Manual,Second Owner,Maruti
11251,2010,140000.0,116700,Petrol,Manual,Others,Tata
11252,2015,475000.0,25000,Diesel,Manual,First Owner,Tata
11256,2003,68000.0,70000,Petrol,Manual,Second Owner,Hyundai
11257,2015,509999.0,82000,Diesel,Manual,First Owner,Honda
11258,2010,275000.0,80000,Petrol,Manual,First Owner,Hyundai
11259,2017,650000.0,40000,Diesel,Manual,Second Owner,Chevrolet
11261,2014,650000.0,129000,Diesel,Manual,First Owner,Renault
11262,2016,360000.0,60000,Diesel,Manual,Second Owner,Others
11263,2018,650000.0,82000,Diesel,Automatic,First Owner,Volkswagen
11265,2017,675000.0,50000,Diesel,Manual,Second Owner,Chevrolet
11266,2006,50000.0,40000,Petrol,Manual,Others,Maruti
11267,2017,445000.0,39500,Petrol,Manual,First Owner,Maruti
11268,2018,750000.0,40000,Diesel,Manual,First Owner,Hyundai
11269,2012,425000.0,56000,Diesel,Manual,Second Owner,Maruti
11270,1997,57000.0,110000,Diesel,Manual,Others,Others
11271,2017,850000.0,54000,Diesel,Manual,First Owner,Hyundai
11272,2016,400000.0,20000,Petrol,Manual,Second Owner,Maruti
11273,2014,200000.0,55896,Diesel,Manual,Second Owner,Tata
11274,2016,550000.0,35000,Diesel,Manual,First Owner,Honda
11275,2012,250000.0,97000,Petrol,Manual,Second Owner,Honda
11276,2014,206000.0,120000,Petrol,Manual,Second Owner,Maruti
11277,2014,290000.0,50000,Petrol,Manual,First Owner,Hyundai
11278,2010,45000.0,30400,Petrol,Manual,Others,Tata
